age,gender,monthly_income,instituition,region,location,type_of_student,type_of_employment,convenient_rental_car,difficulties_rental_car,reason_chosen_rental_car_company_convenient,reason_rental_car_convenience,reason_rental_car_occasions,affordable_bus,affordable_mrt,safe_taxi,safe_ride_hailing,safe_bus,safe_mrt,reason_taxi_comfort_of_privacy,reason_ride_hailing_ comfort_of_privacy,reason_ride_hailing_promotion,reason_taxi_promotion,customer_service_taxi,customer_service_ride_hailing,reason_ride_hailing_accessible,reason_taxi_more_accessible,reason_ride_hailing_easy_booking,cluster
22 - 25,Female,Below $500,SMU,North,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,Agree,Agree,0,0,0,1
22 - 25,Male,"$1,001 - $2,000
",SMU,East,Kallang / Whampao,Part-time Student,Not employed,Yes,No,1,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,1,1,Agree,Agree,0,0,0,0
18 - 21,Female,Below $500,NUS,North,Woodlands,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Neutral,Neutral,Agree,0,0,1,1,Agree,Agree,0,0,0,1
22 - 25,Female,Below $500,SMU,North-East,Serangoon,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,0,0,Neutral,Neutral,0,0,0,1
22 - 25,Male,"$501 - $1,000",SMU,East,Tampines,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,1,1,Neutral,Agree,1,1,1,1
22 - 25,Male,Below $500,SMU,North,Woodlands,Full-time Student,Not employed,No,No,0,0,1,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Agree,"Strongly Agree
",0,1,1,1,Neutral,Agree,0,1,1,1
22 - 25,Male,"$501 - $1,000",SMU,East,Pasir Ris,Full-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Strongly Agree,"Strongly Agree
",Agree,"Strongly Agree
",0,0,1,0,Disagree,Agree,0,1,1,0
18 - 21,Female,Below $500,SMU,West,Bukit Batok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,Neutral,Strongly Agree,"Strongly Agree
",0,0,0,0,Neutral,Neutral,1,1,0,2
>29,Female,"$501 - $1,000",SUSS,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,Agree,Agree,Agree,0,1,1,0,Agree,Agree,1,1,1,0
22 - 25,Female,"$501 - $1,000",NTU,West,Jurong West,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Agree,Agree,Agree,0,0,1,1,Agree,Agree,0,1,0,0
22 - 25,Prefer not to say,Prefer not to say,NTU,West,Bukit Panjang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,1,1,Agree,Agree,1,1,0,0
22 - 25,Male,"$501 - $1,000",NTU,North,Yishun,Full-time Student,Not employed,Yes,No,1,1,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,1,1,Agree,Agree,0,0,0,1
22 - 25,Male,Below $500,SMU,East,Pasir Ris,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,0,0,Disagree,Disagree,0,0,0,0
18 - 21,Male,"$501 - $1,000",SMU,Central,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Neutral,Agree,Agree,Agree,Agree,0,0,1,1,Neutral,Neutral,1,0,0,1
22 - 25,Female,Below $500,SMU,Central,Marine Parade,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,Agree,Agree,0,0,1,0
18 - 21,Female,Below $500,NP,West,Bukit Batok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Neutral,Neutral,Agree,Agree,Agree,1,1,1,1,Agree,Agree,1,1,1,0
18 - 21,Female,"$2,001 - $3,000",PSB ACADEMY,North,Sembawang,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Disagree,Neutral,1,1,1,0,Agree,Agree,1,1,1,1
22 - 25,Female,Below $500,SMU,West,Clementi,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Disagree,Disagree,"Strongly Disagree
",Strongly Agree,Agree,0,0,0,1,Disagree,"Strongly Disagree
",1,0,0,0
22 - 25,Female,Below $500,SMU,Central,Kallang / Whampao,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Neutral,"Strongly Agree
",Strongly Agree,"Strongly Agree
",1,0,0,1,Agree,"Strongly Agree
",0,0,1,0
>29,Male,"$1,001 - $2,000
",BMC,Central,Bukit Merah,Part-time Student,Employed Part-time,Yes,Yes,1,1,1,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,0,0,1,0,Strongly Disagree,"Strongly Disagree
",1,0,1,1
22 - 25,Male,Below $500,SMU,Central,Bishan,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,1,Strongly Agree,Agree,0,0,0,2
22 - 25,Female,Below $500,SMU,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Agree,Agree,Neutral,0,1,0,1,Neutral,Agree,1,0,0,0
22 - 25,Female,Below $500,SMU,North-East,Sengkang,Full-time Student,Not employed,Yes,No,1,1,0,Agree,Disagree,Agree,Agree,Agree,"Strongly Agree
",0,0,1,1,Disagree,Disagree,1,1,0,1
18 - 21,Female,"$501 - $1,000",SMU,East,Bedok,Full-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Neutral,Agree,Agree,0,0,1,1,Agree,Neutral,0,0,1,2
22 - 25,Female,Below $500,SIM,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,"Strongly Agree
",0,1,1,1,Agree,"Strongly Agree
",1,1,1,0
18 - 21,Female,Prefer not to say,Overseas,North,Yishun,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,"Strongly Agree
",Agree,Agree,Agree,Agree,1,1,1,1,Strongly Agree,"Strongly Agree
",1,1,1,1
18 - 21,Male,Prefer not to say,NP,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Neutral,"Strongly Agree
",Agree,Agree,0,0,0,0,Strongly Agree,"Strongly Agree
",1,1,1,0
22 - 25,Female,Below $500,NTU,North,Woodlands,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Neutral,Agree,Agree,0,0,0,0,Agree,Agree,0,0,0,1
18 - 21,Female,"$501 - $1,000",SMU,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,"Strongly Agree
",1,0,1,0,Agree,"Strongly Agree
",0,0,1,0
22 - 25,Male,Below $500,SUSS,North,Sembawang,Part-time Student,Not employed,Yes,No,0,0,1,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,1,0,Disagree,Disagree,0,0,0,1
22 - 25,Female,Prefer not to say,SMU,North-East,Hougang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Neutral,Agree,Agree,Agree,Agree,0,0,0,0,Neutral,Agree,1,1,0,0
18 - 21,Female,"$1,001 - $2,000
",SMU,Central,Central Area / CBD,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Neutral,Agree,0,0,1,1,Strongly Agree,Agree,0,0,0,0
22 - 25,Prefer not to say,Prefer not to say,NTU,East,Prefer not to say,Full-time Student,Not employed,Yes,No,1,1,1,Agree,Agree,Agree,Agree,Agree,Agree,0,0,1,1,Agree,Neutral,1,1,1,1
22 - 25,Female,Below $500,NUS,West,Bukit Panjang,Full-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,1,0,Neutral,Neutral,0,0,0,0
22 - 25,Female,Below $500,SUSS,West,Jurong West,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,0,1,1,1,Agree,"Strongly Agree
",1,1,1,0
22 - 25,Female,Below $500,NTU,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,1,1,1,1,Neutral,Neutral,1,1,1,0
22 - 25,Male,"$501 - $1,000",SIM,Central,Central Area / CBD,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Disagree,Agree,Agree,Neutral,Agree,0,0,1,1,Agree,Agree,0,0,1,0
22 - 25,Female,Prefer not to say,NTU,West,Bukit Batok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Neutral,Neutral,Agree,"Strongly Agree
",0,0,1,1,Agree,"Strongly Agree
",0,1,0,0
18 - 21,Female,"$501 - $1,000",SMU,North,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Disagree
",Strongly Agree,"Strongly Agree
",1,0,1,1,Strongly Agree,"Strongly Agree
",0,1,0,1
22 - 25,Female,Prefer not to say,SUSS,West,Choa Chu Kang,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,0,0,1,1,Agree,Agree,0,0,0,0
22 - 25,Male,Below $500,SMU,North,Woodlands,Full-time Student,Not employed,Yes,Yes,1,1,1,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,0,0,1,1,Neutral,Neutral,1,1,1,1
22 - 25,Female,Below $500,SMU,Central,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,0,Neutral,Neutral,1,1,0,1
22 - 25,Female,"$501 - $1,000",NUS,North-East,Sengkang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,1,Strongly Agree,Agree,0,0,0,1
22 - 25,Prefer not to say,Prefer not to say,NYP,West,Choa Chu Kang,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Agree,"Strongly Agree
",Agree,Agree,Agree,Agree,0,0,1,1,Agree,Agree,1,1,0,0
22 - 25,Female,Below $500,NUS,Central,Bishan,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,1,1,1,Neutral,Neutral,1,1,0,2
22 - 25,Female,Below $500,SUSS,Central,Bishan,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,"Strongly Agree
",Neutral,Neutral,Agree,Agree,0,0,1,1,Neutral,Neutral,0,0,0,2
18 - 21,Female,Prefer not to say,NTU,East,Tampines,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,Neutral,Neutral,0,0,0,1
22 - 25,Female,"$501 - $1,000",SMU,North-East,Sengkang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Disagree,Agree,"Strongly Agree
",0,0,0,0,Disagree,Disagree,0,0,0,1
22 - 25,Male,"$501 - $1,000","Griffith University, Gold Coast",East,Bedok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Disagree,Disagree,Agree,Agree,Neutral,Neutral,0,0,0,0,Neutral,Disagree,0,0,0,0
22 - 25,Female,Prefer not to say,SMU,North,Yishun,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Neutral,Neutral,Agree,Agree,0,0,0,0,Agree,Agree,1,1,0,1
22 - 25,Female,">$3,001",NUS,North,Woodlands,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,0,Agree,Agree,1,0,0,1
22 - 25,Female,"$2,001 - $3,000",SP,West,Jurong West,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Neutral,Neutral,Agree,Agree,0,0,1,0,Agree,Agree,0,0,0,0
18 - 21,Female,Below $500,NP,West,Jurong West,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,0,0,Agree,Agree,0,0,0,0
22 - 25,Female,"$1,001 - $2,000
",SMU,East,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,1,1,Agree,Agree,0,0,0,1
22 - 25,Female,"$501 - $1,000",SMU,Central,Bishan,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,1,1,0,0,Strongly Agree,"Strongly Agree
",1,1,0,2
>29,Female,Prefer not to say,NTU,East,Ubi,Full-time Student,Not employed,Yes,No,1,1,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,0,Disagree,Neutral,1,0,0,1
22 - 25,Male,"$501 - $1,000",NTU,West,Bukit Panjang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,Neutral,Strongly Agree,"Strongly Agree
",0,0,0,1,Neutral,"Strongly Agree
",1,1,0,0
18 - 21,Female,Prefer not to say,NTU,East,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Neutral,Neutral,Agree,0,0,1,1,Agree,Neutral,0,0,0,1
18 - 21,Female,Below $500,ITE College Central,Central,Toa Payoh,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Agree,Agree,Neutral,0,1,1,1,Agree,Agree,0,0,0,1
22 - 25,Female,Below $500,NTU,West,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Disagree,Neutral,Agree,Agree,Agree,0,0,0,0,Neutral,Neutral,0,0,0,1
22 - 25,Female,Below $500,NTU,North-East,Sengkang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Neutral,0,0,1,0,Strongly Agree,Agree,0,1,1,1
22 - 25,Female,"$501 - $1,000",NTU,Central,Bishan,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Disagree,Disagree,Agree,Agree,0,0,0,0,Neutral,Neutral,1,0,0,2
22 - 25,Male,">$3,001",NUS,Central,Bishan,Part-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,1,Agree,Agree,0,0,0,2
22 - 25,Male,Below $500,SMU,Central,Geylang,Full-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,0,0,Neutral,Neutral,1,1,0,0
22 - 25,Female,">$3,001",SUSS,West,Choa Chu Kang,Part-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Neutral,Agree,"Strongly Agree
",1,1,1,0,Neutral,Neutral,1,0,1,0
22 - 25,Male,Below $500,NTU,West,Jurong West,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Agree,Neutral,Neutral,Neutral,"Strongly Agree
",1,1,1,1,Disagree,Disagree,1,1,1,0
18 - 21,Female,Below $500,NTU,Central,Toa Payoh,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Neutral,Agree,Agree,Agree,"Strongly Agree
",0,0,0,1,Disagree,Disagree,1,1,0,1
18 - 21,Female,Below $500,NUS,North,Woodlands,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Agree,Agree,1,0,0,0,Agree,Agree,1,0,0,1
22 - 25,Female,Below $500,SMU,North-East,Hougang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,Agree,Agree,Agree,0,0,0,0,Strongly Agree,"Strongly Agree
",0,0,0,0
18 - 21,Female,Below $500,RP,North,Sembawang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,Agree,Agree,0,1,0,1
22 - 25,Female,Below $500,SMU,Central,Bukit Timah,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,1,1,1,1,Neutral,Agree,0,1,0,0
22 - 25,Male,Prefer not to say,NTU,West,Clementi,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,0,0,1,0,Agree,Agree,0,0,0,0
22 - 25,Male,"$501 - $1,000",SMU,East,Bedok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,"Strongly Agree
",0,0,0,0,Neutral,Agree,0,0,1,2
22 - 25,Female,Prefer not to say,NUS,Central,Bukit Timah,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,"Strongly Agree
",0,0,0,0,Strongly Disagree,"Strongly Disagree
",0,0,0,0
18 - 21,Male,Below $500,SP,Central,Kallang / Whampao,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",1,1,1,1,Agree,Agree,0,0,1,0
22 - 25,Female,"$501 - $1,000",SMU,Central,Bishan,Part-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",1,1,1,0,Strongly Agree,"Strongly Agree
",1,0,0,2
22 - 25,Male,"$2,001 - $3,000",NTU,Central,Toa Payoh,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,0,Neutral,Neutral,1,1,1,1
22 - 25,Male,Below $500,SMU,North-East,Serangoon,Full-time Student,Not employed,Yes,Yes,0,1,0,Agree,Neutral,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,0,0,Neutral,Neutral,1,1,0,1
22 - 25,Male,Below $500,SMU,North-East,Hougang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Strongly Agree,"Strongly Agree
",0,0,1,1,Agree,Agree,1,0,0,0
22 - 25,Female,Below $500,NTU,North-East,Potong Pasir,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,0,1,0,Agree,Agree,1,0,1,1
22 - 25,Female,Below $500,NYP,East,Bedok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,"Strongly Agree
",Disagree,Agree,Agree,"Strongly Agree
",0,0,1,1,Strongly Disagree,"Strongly Disagree
",1,1,1,2
18 - 21,Female,Below $500,NTU,East,Bedok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,1,1,Agree,Agree,0,0,0,2
26 - 29,Male,"$501 - $1,000",SMU,Central,Bukit Timah,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Agree,"Strongly Agree
",0,0,1,1,Neutral,Neutral,0,0,0,0
22 - 25,Male,Below $500,NTU,North-East,Woodleigh,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,0,0,1,0,Disagree,Disagree,0,1,1,1
18 - 21,Female,Below $500,SMU,North,Yishun,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,1,1,1,0,Agree,Agree,0,0,0,1
18 - 21,Female,"$501 - $1,000",SMU,North-East,Ang Mo Kio,Full-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Agree,"Strongly Agree
",0,0,1,1,Neutral,Neutral,0,0,0,2
22 - 25,Male,"$501 - $1,000",SMU,Central,Bishan,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,0,1,1,0,Neutral,Agree,1,1,1,2
22 - 25,Male,"$501 - $1,000",SMU,West,Bukit Batok,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",0,1,1,1,Strongly Agree,"Strongly Agree
",1,1,1,2
22 - 25,Female,Below $500,SMU,East,Pasir Ris,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Strongly Disagree,"Strongly Agree
",Agree,Agree,0,1,1,0,Agree,"Strongly Agree
",1,0,1,0
18 - 21,Female,Below $500,SMU,North-East,Sengkang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Neutral,Agree,1,1,1,1,Agree,Agree,0,1,0,1
22 - 25,Female,Below $500,SMU,West,Yew Tee,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Disagree,Disagree,Neutral,Neutral,Agree,Agree,0,0,1,1,Agree,Agree,0,1,1,1
18 - 21,Male,"$2,001 - $3,000",SMU,North,Yishun,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,"Strongly Agree
",0,0,0,1,Neutral,Agree,0,0,0,1
22 - 25,Female,Below $500,NTU,North-East,Ang Mo Kio,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Agree,Agree,1,1,1,1,Agree,Agree,1,1,1,2
22 - 25,Male,"$501 - $1,000",SMU,East,Pasir Ris,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Strongly Agree,"Strongly Agree
",Agree,Agree,0,0,1,0,Strongly Agree,"Strongly Agree
",0,0,1,0
22 - 25,Female,Prefer not to say,SMU,West,Choa Chu Kang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,Neutral,Neutral,0,0,0,0
18 - 21,Female,Prefer not to say,NTU,North-East,Punggol,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Neutral,Disagree,Agree,Agree,0,0,0,0,Agree,"Strongly Agree
",0,0,0,1
18 - 21,Female,Below $500,SP,West,Clementi,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,0,0,0,0,Agree,Agree,0,0,0,0
18 - 21,Female,Below $500,NTU,West,Bukit Panjang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Disagree,Agree,Strongly Agree,"Strongly Agree
",0,0,0,0,Agree,Agree,1,1,1,0
22 - 25,Female,Below $500,SMU,North,Woodlands,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Neutral,Neutral,Agree,Neutral,Agree,"Strongly Agree
",0,0,0,0,Neutral,Neutral,0,0,0,1
22 - 25,Female,Below $500,NUS,West,Clementi,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Disagree,Agree,Agree,Disagree,Agree,Disagree,0,0,0,0,Disagree,Disagree,0,0,0,0
18 - 21,Female,"$501 - $1,000",Monash University,West,Prefer not to say,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Agree,Agree,Agree,0,0,1,1,Agree,Agree,0,0,0,1
18 - 21,Female,Below $500,SMU,North,Yishun,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Disagree,Agree,Agree,Agree,0,0,0,1,Disagree,Agree,1,1,0,1
>29,Female,">$3,001",NTU,East,Paya Lebar,Full-time Student,Employed Full-time,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Agree,Agree,Agree,1,1,1,1,Neutral,Agree,1,1,1,1
18 - 21,Female,Below $500,SMU,North-East,Serangoon,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Neutral,Neutral,Neutral,Neutral,0,0,1,1,Agree,"Strongly Agree
",0,0,1,1
22 - 25,Male,"$501 - $1,000",SMU,East,Katong,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Strongly Agree,"Strongly Agree
",Strongly Agree,Agree,1,1,1,1,Neutral,Neutral,0,0,0,0
18 - 21,Female,Below $500,NUS,West,Bukit Panjang,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,"Strongly Agree
",Agree,Neutral,Agree,Agree,1,1,1,1,Agree,Agree,0,0,0,0
22 - 25,Female,Below $500,SMU,Central,Bukit Timah,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Disagree,Agree,Neutral,0,0,1,1,Neutral,Agree,0,1,0,0
18 - 21,Female,Prefer not to say,SMU,Central,Marine Parade,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Strongly Agree,Agree,Agree,"Strongly Agree
",Strongly Agree,Agree,1,1,1,0,Neutral,"Strongly Agree
",1,1,0,0
22 - 25,Male,"$501 - $1,000",NUS,North-East,Hougang,Full-time Student,Not employed,Yes,No,1,0,0,Neutral,Neutral,Agree,Agree,Agree,Neutral,0,0,1,1,Neutral,Neutral,0,0,0,0
22 - 25,Female,"$1,001 - $2,000
",NUS,East,Tampines,Full-time Student,Employed Part-time,Have not rent before,Have not rent before,0,0,0,Agree,Neutral,Agree,"Strongly Agree
",Strongly Agree,Agree,0,0,1,0,Disagree,Disagree,0,0,1,1
18 - 21,Female,Below $500,NTU,North-East,Ang Mo Kio,Full-time Student,Not employed,Have not rent before,Have not rent before,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,Neutral,Neutral,0,0,0,2
